in_id;in_cu_id;in_date;in_description;in_total;in_discount;in_totalafterdiscount
9449;9869;20/11/2010 :;eudis in nomen Versus quo gravum trepicandor quo  ;420003;X3NO-HFCP-6642-O1S7                               ;105149
9450;273;16/07/2009 :;pladior travissimantor imaginator eggredior. et et;168746;BXRZ-OZGV-W0PI-6NDT                               ;167684
9451;79;16/11/2007 :;nomen cognitio, e si plorum trepicandor Pro quo   ;113520;2YQN-58JB-XBMS-ZBNX                               ;6982
9452;9826;24/03/2007 :;quo quorum nomen nomen regit, vobis egreddior     ;211468;IYH0-5GLS-0NY2-C74U                               ;59738
9453;249;4/11/2005 :;travissimantor gravum esset Longam, vantis. si    ;494865;GG4K-LDXM-V0GN-3HPP                               ;NULL
9454;209;3/05/2005 :;novum imaginator novum Multum regit, fecundio,    ;326280;OMQ8-9CK2-S6SB-2TWA                               ;342212
9455;9374;21/11/2010 :;quoque trepicandor eggredior. glavans quartu      ;471008;SJZJ-Z7BE-VIFW-TPW9                               ;387661
9456;344;20/12/2009 :;eggredior. quorum travissimantor et quis          ;463767;8SU2-O74W-ALFC-4N60                               ;110323
9457;4732;7/04/2007 :;estum. funem. plorum Multum estis plorum nomen    ;17674;115G-ARWD-CXNS-0OX2                               ;191001
9458;233;5/01/2002 :;egreddior Quad Sed linguens estum. quantare quad  ;392825;S2FU-A32P-5IVX-7MDE                               ;20968
9459;8032;27/02/2005 :;funem. esset si egreddior funem. Et essit. Longam,;200604;WARY-CXM8-FQ4G-YMB5                               ;139985
9460;8248;14/07/2004 :;pladior nomen plorum quad Et novum manifestum     ;239048;7P6K-T1PC-DBIV-HBGL                               ;19348
9461;9782;15/04/2006 :;vantis. Versus estum. vobis apparens vantis. si   ;111322;CGUJ-FEFE-KB80-6376                               ;341652
9462;281;13/06/2002 :;non quo manifestum pladior quantare quo rarendum  ;473714;B8AB-478S-M5P6-QVN6                               ;259532
9463;251;28/05/2008 :;trepicandor imaginator quad non bono dolorum et   ;226544;FMAU-22IW-D497-46IQ                               ;438059
9464;8319;8/02/2009 :;et nomen fecit, eggredior. ut Quad Tam trepicandor;29964;75MC-EL1Y-BG0U-PXFZ                               ;440554
9465;9238;7/12/2002 :;Quad funem. gravis in Sed et linguens gravum      ;60641;1OCC-IWIJ-KCWX-9ZX0                               ;209962
9466;236;7/09/2010 :;volcans in gravis quis quad gravis bono apparens  ;NULL;G1KN-X4E7-6QI0-JS9O                               ;61372
9467;7766;31/07/2010 :;quo eudis volcans plurissimum habitatio imaginator;62082;I2I1-ZJ2P-PZE2-04P7                               ;336771
9468;238;18/04/2007 :;volcans linguens esset vantis. dolorum delerium.  ;429995;EHAL-UTWQ-GP9O-EIIZ                               ;45349
9469;9753;14/05/2004 :;apparens apparens rarendum Pro gravum quartu      ;282138;D1OI-7BGQ-F32X-0SWB                               ;182204
9470;9942;6/02/2008 :;nomen imaginator venit. estum. quantare gravis    ;219449;5NC4-ZQQO-HLQ2-DSSC                               ;76371
9471;9924;18/06/2009 :;vantis. et plorum linguens ut pladior non et      ;149904;ID5K-DNBQ-MM75-POK9                               ;40613
9472;4;23/04/2010 :;trepicandor plorum Longam, egreddior habitatio    ;357791;HLRV-TD0J-7ZJR-SISY                               ;361603
9473;299;21/03/2007 :;si brevens, Sed novum parte pladior volcans       ;108666;BEZA-VDL2-O8J3-XLAV                               ;41456
9474;242;14/12/2004 :;habitatio venit. habitatio Tam sed brevens, venit.;396910;ZNS5-M2FT-7WLD-2LHM                               ;311507
9475;339;25/06/2002 :;non vobis travissimantor quad estum. quad quo,    ;288797;FSXU-YGGP-67WM-OLT4                               ;431280
9476;9003;2/02/2008 :;brevens, volcans funem. fecundio, e bono nomen    ;250309;TYRV-RN66-B3O2-7PY9                               ;296260
9477;9917;1/08/2010 :;venit. essit. fecundio, quoque et Multum          ;456059;6LPE-ZZYH-HRDZ-H02C                               ;274095
9478;9410;11/09/2004 :;nomen si eggredior. Versus sed si Sed quorum et   ;304544;B9AQ-3JUQ-ZNKX-78CU                               ;391294
9479;163;15/09/2005 :;vantis. venit. e non dolorum et dolorum et quo    ;136329;SPPX-KQO2-7ML4-WBYC                               ;83405
9480;8691;27/02/2004 :;funem. pladior novum fecit, trepicandor quoque    ;405979;F57S-U6GI-9N7U-LKC9                               ;177131
9481;9912;15/07/2003 :;novum linguens parte Sed essit. quad bono pladior ;250207;CURB-D1F1-W90X-NHWO                               ;153557
9482;9944;14/09/2003 :;NULL;180133;DA6B-JERS-BYPU-KDWB                               ;224953
9483;9688;19/03/2005 :;quo, rarendum quantare novum gravis et apparens   ;428975;TRFY-0N9R-4OOM-2OG6                               ;6689
9484;9672;31/03/2008 :;si imaginator funem. quad quartu rarendum volcans ;408181;YANR-XJ6D-9LLS-MU7F                               ;61077
9485;9636;4/01/2010 :;venit. et nomen essit. quantare quad cognitio,    ;409829;V403-NA2P-VWPD-J4OQ                               ;320566
9486;327;26/04/2005 :;Versus essit. habitatio glavans trepicandor et    ;220825;GGW8-I3WS-7H12-T9JK                               ;33087
9487;9626;1/06/2009 :;quo bono venit. trepicandor homo, Et Multum gravis;243558;MGHV-CW8U-H6GG-E8RN                               ;443684
9488;8346;8/08/2002 :;non plorum quo essit. imaginator quad et venit.   ;365585;KEA6-EVNA-9K35-0Z1L                               ;2527
9489;118;27/04/2008 :;glavans Quad gravis si glavans quoque vobis non   ;435499;MU1I-01KE-LHWX-86AL                               ;364862
9490;9647;11/01/2010 :;delerium. quantare essit. quartu quo, non         ;195290;G8XQ-X3A5-F65K-PCS5                               ;230693
9491;8727;1/02/2003 :;quorum Multum novum fecundio, estum. in Versus    ;88761;CB8N-RN65-TOGD-DXBG                               ;194921
9492;9535;9/11/2009 :;ut sed brevens, vobis estum. estis habitatio      ;156951;WQEQ-ECBW-VE5B-5Z96                               ;381028
9493;190;14/03/2008 :;vobis quoque glavans gravum plorum in nomen quo   ;240904;9X51-QQSY-R1B1-MWIF                               ;348677
9494;8154;23/09/2006 :;et quoque si dolorum quad quorum et non Et et     ;402611;FC9U-EJ4I-DN47-ZLDW                               ;448199
9495;9899;25/12/2006 :;novum parte quad parte plorum non essit. egreddior;290860;NJD8-U33Z-8HU2-XNAT                               ;273074
9496;9953;21/06/2004 :;fecit. quo, fecit. et Multum non trepicandor      ;351813;6MAH-3W37-0JMX-VY1B                               ;304457
9497;9621;7/03/2007 :;non et et quorum volcans quorum quad glavans      ;15275;BF58-WT2C-BBJH-19VZ                               ;435815
9498;329;19/04/2005 :;fecit. novum venit. non cognitio, rarendum Sed    ;277427;XZVL-OVWL-YMZG-QG18                               ;220712
9499;9661;10/03/2003 :;nomen et in essit. linguens nomen Sed si habitatio;308101;AURB-P04M-M31V-CJJZ                               ;143785
9500;8223;13/03/2006 :;estis pars et pladior vobis e vobis si transit.   ;488343;1WHE-OB3D-K7NM-38KK                               ;214817
9501;8976;22/06/2005 :;gravum Pro travissimantor sed pladior non parte   ;368864;NQA5-VL4Z-7X1O-DCDD                               ;117101
9502;9828;4/11/2008 :;nomen apparens venit. volcans quo nomen quorum et ;405510;DXR2-EGEQ-3ZZG-AMB1                               ;295456
9503;8328;21/09/2006 :;homo, eudis gravis fecundio, novum e novum        ;284866;373L-M5YB-QV77-QY7B                               ;377286
9504;9878;14/10/2004 :;Tam quorum cognitio, nomen Pro parte rarendum     ;457794;E6DN-7YLR-R0BA-6T5P                               ;319462
9505;7830;29/01/2002 :;NULL;270099;8H3Z-8SRA-BE04-WTGY                               ;64535
9506;9800;25/07/2008 :;quantare regit, et travissimantor linguens Quad   ;310956;OJ7A-PJWX-XSI3-X3E1                               ;256081
9507;8;4/01/2002 :;si quartu brevens, Longam, plurissimum vantis.    ;4853;F6BL-C07M-CD7K-P9TZ                               ;415526
9508;9991;22/11/2002 :;transit. linguens glavans non nomen homo, pladior ;314558;PVTB-IVXF-TFFJ-H8LL                               ;198231
9509;9726;9/11/2004 :;glavans fecundio, et quartu nomen quartu homo,    ;206068;PC9L-JLYJ-N9E5-KD0D                               ;360932
9510;96;19/10/2004 :;pladior et plorum et si eudis fecit. estis e      ;75970;H2RW-WYOU-HO8C-CL8O                               ;91400
9511;367;22/05/2010 :;vobis quorum non glavans Id bono Multum vantis.   ;14948;XWDF-J1AT-478F-MKD2                               ;286228
9512;139;27/07/2004 :;egreddior Quad quartu brevens, pladior homo,      ;159223;LX4I-Z12Y-Y4CO-KPCT                               ;249708
9513;9716;23/04/2007 :;plurissimum plurissimum ut vantis. habitatio eudis;381345;VOUP-9FS5-S86Y-0SVX                               ;387563
9514;112;1/01/2003 :;Sed bono si linguens brevens, imaginator si non e ;486846;HYBG-0VK6-W8J2-W2EK                               ;412855
9515;8847;31/12/2002 :;e quo linguens Et transit. plorum transit. non    ;450398;K8WE-PXDK-RUEQ-XCDI                               ;315792
9516;8003;1/08/2004 :;ut et Id in habitatio glavans quad pladior vantis.;58915;EUMJ-JP35-YEAO-81WW                               ;116698
9517;9154;26/03/2008 :;quo si Et novum bono Versus quo linguens Quad non ;182347;2I0Y-2TSL-JOVN-PMDR                               ;252843
9518;160;28/02/2002 :;Quad volcans si essit. e habitatio vantis. dolorum;NULL;ZT8D-CJQ7-VGH1-VUNO                               ;376982
9519;9229;5/02/2010 :;novum vobis estum. estum. delerium. Sed gravum    ;65532;QWI8-9INT-LO4V-8ANP                               ;119988
9520;9265;13/08/2008 :;bono quis in egreddior et funem. cognitio, novum  ;316716;I3LB-37US-VZO7-2AZQ                               ;NULL
9521;9876;8/04/2003 :;glavans quorum trepicandor rarendum e Id gravis   ;309140;UWWD-7BLJ-L7X6-MA67                               ;176874
9522;9339;24/12/2009 :;glavans non manifestum imaginator non quo quartu  ;317083;1NVU-MZXL-XAWP-M78O                               ;67688
9523;212;22/12/2009 :;eudis gravis plorum novum funem. parte Tam ut     ;196498;RMB5-N1I5-S4S7-601E                               ;334244
9524;16;4/05/2005 :;imaginator Longam, funem. egreddior novum in quad ;494497;7EZ4-AA8I-F2HD-ECPH                               ;130488
9525;NULL;6/01/2007 :;linguens quartu apparens quo quartu Multum novum  ;86847;LGSX-TIPQ-L5TO-DN6H                               ;401512
9526;373;10/08/2010 :;eudis homo, gravis linguens et Quad fecundio,     ;130687;DS0Q-PMEF-TBK3-RL1H                               ;331451
9527;9872;9/02/2004 :;e fecundio, in et non quad esset imaginator sed   ;492953;RLI0-98TR-R68E-SG2P                               ;109586
9528;7175;29/06/2002 :;quo, dolorum estis transit. quad non Quad brevens,;116887;7495-ALP9-SLOM-R9ZW                               ;12925
9529;8695;20/12/2008 :;et rarendum habitatio et brevens, delerium. fecit,;206056;GSM1-M266-BJCK-NBDC                               ;43258
9530;9665;3/01/2009 :;travissimantor linguens apparens quad habitatio   ;106050;OIKW-5IL3-IG5P-EH7C                               ;38433
9531;220;29/11/2002 :;fecundio, venit. egreddior Multum quo, regit,     ;436984;7EJM-893Y-GWND-X8PG                               ;126823
9532;221;14/04/2007 :;Et homo, si plurissimum Longam, quis linguens quo ;235034;4H20-UEM3-631B-9ZYD                               ;310446
9533;7710;6/07/2003 :;fecit, habitatio habitatio funem. regit, venit.   ;178632;VENG-MTRE-6RRN-QCJI                               ;53383
9534;9099;6/07/2010 :;vobis imaginator non estum. delerium. trepicandor ;496443;UMZQ-DVB2-YAC3-QTMB                               ;247508
9535;9738;7/09/2009 :;rarendum cognitio, in essit. habitatio et Tam Tam ;147986;1M8L-EBDE-XGFO-9EWZ                               ;318589
9536;9337;10/09/2005 :;plorum fecit, vantis. et pladior e e quo vobis    ;37115;QHPC-WEOV-WP7Z-7DEO                               ;60029
9537;297;24/12/2007 :;sed quo in travissimantor linguens e quad et      ;344698;1IXH-IUOJ-BXN0-KXW0                               ;308101
9538;9569;6/06/2002 :;sed ut Quad vantis. vobis vobis delerium. vobis   ;395267;ZNH8-78G1-VZ7W-8K76                               ;297668
9539;9812;2/03/2008 :;travissimantor Quad et plorum egreddior bono nomen;471182;2Q4D-Z178-AHDJ-E0OU                               ;137228
9540;422;12/06/2003 :;pars eudis quo, Multum plorum quad esset fecit, ut;138082;9EN8-BPQQ-0PPZ-9I4D                               ;446542
9541;9585;22/04/2005 :;quo nomen non quo, gravis Id linguens quantare    ;98872;617Y-EMOU-7VD9-O2VQ                               ;64484
9542;8868;11/07/2008 :;linguens trepicandor Et novum estum. e linguens   ;215971;9AGP-KREH-VWB5-86O7                               ;67562
9543;9557;28/09/2008 :;delerium. Id si quad vantis. quantare sed Tam si  ;429000;P1WV-5CG7-6MDT-VKIW                               ;245452
9544;230;9/07/2005 :;travissimantor quad Et quo linguens plorum si     ;159517;N761-BJ7H-IEOI-8ELD                               ;91596
9545;8920;23/08/2010 :;homo, gravis novum homo, quo, Versus imaginator   ;NULL;8A73-8IHQ-NNSR-IUVV                               ;273462
9546;177;7/07/2009 :;linguens gravis nomen estum. dolorum quo, rarendum;359529;M4YN-SYV0-HZ40-CZ3E                               ;394466
9547;9149;20/07/2004 :;quad quad linguens in regit, vobis Id Sed quo quad;180342;T1HL-VLXX-DIPE-3CJ7                               ;395213
9548;67;15/03/2007 :;fecit, Pro vantis. regit, Id Sed quo, pars glavans;429539;AMHK-NIRI-IRG4-KNDR                               ;443465
9549;8858;23/09/2005 :;imaginator et estum. e quo, pladior e vobis Versus;275606;60YO-YAQP-0GVK-6JW6                               ;385823
9550;433;25/05/2004 :;brevens, plorum Multum linguens quad quo glavans  ;254058;CTEO-M1K8-FZR7-9OTR                               ;132407
9551;NULL;28/03/2007 :;Pro fecundio, pladior Quad in egreddior et Multum ;452214;DR2D-1WWO-0Q6J-CM9V                               ;156375
9552;9058;8/01/2007 :;in vantis. quad egreddior quoque et et transit.   ;231944;XPHZ-1ONX-IQ5P-KR0G                               ;51613
9553;8347;15/03/2006 :;Quad Multum et brevens, gravis trepicandor essit. ;169465;P5W9-OS8J-NFXK-NA2O                               ;58832
9554;8714;27/07/2005 :;Longam, linguens et e volcans e trepicandor       ;NULL;D8YH-9KGO-LLS3-RT89                               ;100723
9555;8753;5/12/2004 :;plorum Id vobis habitatio quantare Id essit. in   ;449743;8F3N-3TL6-AOC9-H7FT                               ;416912
9556;9957;30/06/2006 :;parte pars habitatio rarendum et et non non quo e ;460711;3BKH-2MT3-U1SN-X4AX                               ;147128
9557;77;13/11/2009 :;dolorum fecit. apparens quo, quis Tam Tam pladior ;498962;GZAH-W8JP-KDFU-XVMY                               ;232858
9558;7991;21/05/2003 :;vobis estum. non si linguens nomen et quorum bono ;171259;HZIE-9VOA-CXHF-413O                               ;164968
9559;438;8/10/2008 :;funem. quo Pro Pro quoque volcans et non linguens ;172366;T233-HMYR-2HBG-HGV4                               ;425774
9560;176;22/06/2002 :;ut venit. quo Id ut homo, glavans et              ;411013;1K89-NWZV-VSX6-EVE7                               ;438011
9561;9879;17/06/2006 :;non et quis Quad novum gravum imaginator vantis.  ;198019;NULL;404950
9562;9382;9/07/2010 :;et novum quantare quartu e dolorum quo brevens,   ;327106;MWX9-UL0K-O5Y5-9TUH                               ;243156
9563;9865;2/12/2004 :;quad in habitatio Sed quorum et esset Et sed      ;277146;LM3Z-9K4T-L1O9-4MZV                               ;372268
9564;9933;6/11/2006 :;non volcans gravum funem. Multum Multum funem.    ;194069;1VFD-QURF-K1XM-ZTY3                               ;159798
9565;314;22/11/2003 :;essit. Longam, gravis homo, e cognitio, transit. e;298798;AH72-MHO9-MUYP-P7QV                               ;234108
9566;350;8/02/2005 :;NULL;208507;FSPF-K31Z-AOWQ-KNCH                               ;230954
9567;9990;23/01/2003 :;rarendum Pro apparens si Tam venit. novum si si   ;269084;95IS-Q283-S22O-IRR5                               ;232844
